Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
13903,10714066,Avinash2135,"2023-07-23 09:44:39",0.53349,1,avinash2135
13904,10714095,"Nuthana Basupally","2023-07-23 10:00:23",0.53349,1,nuthanabasupally
13905,10714437,"JEREMIAH VARGHESEREJI","2023-07-23 12:42:36",0.53349,1,jeremiahvarghesereji
13906,10714597,"Shruti Hajare","2023-07-23 13:37:07",0.53349,1,shrutihajare
13907,10714604,"Hitakshu Giri Goswami","2023-07-23 13:39:33",0.53349,1,hitakshugirigoswami
13908,10714802,"Parth Chaudhari","2023-07-23 14:47:46",0.53349,1,parthchaudhari1609
13909,10714891,"Jayachandra Chandra","2023-07-23 15:18:35",0.53349,1,jayachandrachandra
13910,10715129,"Abhay Pratap Singh #2","2023-07-23 17:05:06",0.53349,3,thepratapabhay
13911,10715159,"shwarya shah","2023-07-23 17:12:31",0.53349,1,shwaryashah
13912,10715297,"Makarand Tighare","2023-07-23 18:07:19",0.53349,1,makarandtighare
13913,10715300,"Deepanshu #6","2023-07-23 18:08:09",0.53349,1,deepanshu1225
13914,10715472,"Malay Mandal","2023-07-23 19:10:56",0.53349,1,malaymandal03
13915,10715462,iAbhishekDixit,"2023-07-23 19:11:05",0.53349,1,iabhishekdixit
13916,10716394,"Saurabh kumar","2023-07-24 03:32:49",0.53349,1,saurbh05
13917,10716577,"Soham Ghosh #6","2023-07-24 04:46:23",0.53349,1,mlbysoham
13918,10716838,"Afreed Hussain Shaik","2023-07-24 06:09:56",0.53349,1,afreedhussainshaik
13919,10716984,abhinashkr.,"2023-07-24 07:04:02",0.53349,1,abhinashkr
13920,10717045,"Charkari Sudhir","2023-07-24 07:23:36",0.53349,1,charkarisudhir
13921,10571486,"Faheem Khan #3","2023-07-24 09:54:13",0.53349,1,faheemkhan0817
13922,10717947,"KEBBY CHILUFYA","2023-07-24 11:43:05",0.53349,1,kebbychilufya
13923,10718050,ArpitaMandal01,"2023-07-24 12:20:48",0.53349,2,arpitamandal01
13924,10718062,"Manish Umarvaishya","2023-07-24 12:22:02",0.53349,1,manishumarvaishya
13925,10718092,"Pasupuleti Meghana","2023-07-24 12:27:36",0.53349,2,pasupuletimeghana
13926,10718620,"nagam jyothsna","2023-07-24 14:41:56",0.53349,1,nagamjyothsna
13927,10718666,"Animesh Maity","2023-07-24 14:53:52",0.53349,1,animesmaity
13928,10718808,"Lily Elizabeth","2023-07-24 15:38:47",0.53349,1,lilyelizabethh
13929,10718840,"Deepak Battula","2023-07-24 15:51:34",0.53349,1,deepakbattula7
13930,10718857,"SATHIYASEELAN J","2023-07-24 15:57:22",0.53349,1,sathiyaseelanj
13931,10719310,"Shaurya Nandecha","2023-07-24 18:24:50",0.53349,1,shauryanandecha
13932,10719410,"Harsh Gahlot","2023-07-24 18:57:19",0.53349,1,harshgahlot12345
13933,10719583,"Swati Nandi","2023-07-24 20:32:56",0.53349,2,swatinandi
13934,10720691,"ManiMadhuri T","2023-07-25 04:57:01",0.53349,1,manimadhurit
13935,10720920,"Daneshwar Hiremath","2023-07-25 06:06:19",0.53349,1,daneshwarhiremath
13936,10720821,yaswanthpavanD,"2023-07-25 06:35:15",0.53349,1,yaswanthpavand
13937,10721274,"vedangi jadhav","2023-07-25 07:43:27",0.53349,1,vedangijadhav
13938,10721519,"Parthu Muni sai","2023-07-25 08:50:19",0.53349,1,parthumunisai
13939,10721816,"Soham Pande 1902","2023-07-25 10:05:40",0.53349,1,sohampande1902
13940,10721892,vimala51,"2023-07-25 10:22:28",0.53349,1,vimala51
13941,10721984,"Alisha Catherine","2023-07-25 10:52:15",0.53349,1,alishacatherine
13942,10722054,"Shirley Xavier","2023-07-25 11:19:15",0.53349,1,shirleyxavier
13943,10722171,"Shubi Khalid","2023-07-25 11:56:28",0.53349,1,shubikhalid
13944,10722598,"Prajakta Ingale","2023-07-25 13:59:12",0.53349,1,prajuingale
13945,10722700,"Satyajit Barik","2023-07-25 14:39:19",0.53349,1,satyajitbarik76
13946,10722841,"Reeva Agarwal","2023-07-25 15:26:14",0.53349,1,reevaagarwal
13947,10722991,"Rajeshwari Annam","2023-07-25 16:11:15",0.53349,1,rajeshwariannam
13948,10722999,"Ec_006 _Rohan chaudhari","2023-07-25 16:22:36",0.53349,2,ec006rohanchaudhari
13949,10723024,er.shubhamaraut,"2023-07-25 16:22:36",0.53349,1,ershubhamaraut
13950,10723070,"VISHNU KULATHUNKAL","2023-07-25 16:35:50",0.53349,1,vishnukulathunkal
13951,10723593,"ASMIT BANDYOPADHYAY","2023-07-25 20:03:39",0.53349,1,asmitbandyopadhyay
13952,10724351,"Agnikiran Maity","2023-07-26 02:47:44",0.53349,1,agnikiranmaity
13953,10724730,Sujith2002,"2023-07-26 05:27:54",0.53349,1,sujith2002
13954,10724824,Satishjas,"2023-07-26 05:55:01",0.53349,1,satishjas
13955,10724917,"Naman Aarzoo","2023-07-26 06:26:07",0.53349,1,namanaarzoo
13956,10725184,"saikiran ck","2023-07-26 07:35:55",0.53349,1,saikiranck
13957,10725373,JeenaJohn11,"2023-07-26 08:32:36",0.53349,1,jeenajohn11
13958,10725495,"Suraj Karande","2023-07-26 09:07:24",0.53349,1,beatking143
13959,10725890,"sumant dhere","2023-07-26 11:06:48",0.53349,1,sumantdhere
13960,10726095,Nisthakes,"2023-07-26 12:14:34",0.53349,1,nisthakes
13961,10726223,"NAGIRI GNANA PRAKASH","2023-07-26 13:21:13",0.53349,3,nagirignanaprakash
13962,10726252,"Ajay Thakur #2","2023-07-26 13:09:42",0.53349,1,ajaythakur3369
13963,10726398,"Juturu Rakesh Reddy","2023-07-26 13:53:44",0.53349,1,jutururakeshreddy
13964,10726808,Nikitha0622,"2023-07-26 15:55:47",0.53349,1,nikitha0622
13965,10726965,"Deepak Singh #8","2023-07-26 16:47:37",0.53349,1,deepak4534
13966,10727024,rahul2701,"2023-07-26 17:00:33",0.53349,1,rahul2701
13967,10727081,"Neeraj Kurup","2023-07-26 17:19:19",0.53349,1,neerajkurup
13968,10727164,"Harshini Venugopal","2023-07-26 17:40:59",0.53349,1,harshinivenugopal
13969,10728616,"Eshan Thakur 28","2023-07-27 04:21:27",0.53349,1,eshanthakur28
13970,10728651,"Mitwa Modi","2023-07-27 04:34:23",0.53349,1,mitwamodi
13971,10728741,Dinesh00011,"2023-07-27 05:04:27",0.53349,1,dinesh00011
13972,10728800,"Utsav H. Desai","2023-07-27 05:26:56",0.53349,1,utsavhdesai
13973,10728927,"SAI HARISH PARUPUDI","2023-07-27 06:06:57",0.53349,1,saiharishparupudi
13974,10728944,Neshitha,"2023-07-27 06:27:04",0.53349,2,neshitha
13975,10729086,AmanRawat,"2023-07-27 06:57:00",0.53349,1,amanrawat7827
13976,10729271,"Chidrewar Adhithi","2023-07-27 07:36:02",0.53349,1,adh1th1
13977,10729870,"Abinash Kumar chaudhary","2023-07-27 10:32:18",0.53349,1,abinashkumar01
13978,10729884,"Bammidi Jahnavi","2023-07-27 10:38:37",0.53349,1,bammidijahnavi
13979,10729886,"Abdul hamid Shaikh","2023-07-27 10:39:20",0.53349,1,abdulhamidshaikh
13980,10730069,Iaryapatel,"2023-07-27 11:30:34",0.53349,1,iaryapatel
13981,10730363,"ARYAN RASTOGI","2023-07-27 12:50:34",0.53349,1,aryan42310
13982,10730436,"Amruth Kiran","2023-07-27 13:11:32",0.53349,1,amruthkirant
13983,10730441,"monisha joseph","2023-07-27 13:13:58",0.53349,1,monishajoseph
13984,10730556,"Konatam hiranmaye","2023-07-27 13:42:57",0.53349,1,konatamhiranmaye
13985,10730759,syedjawad07,"2023-07-27 14:45:51",0.53349,1,syedjawad07
13986,10730964,"Rashi Chandra","2023-07-27 15:39:34",0.53349,1,rashichandra
13987,10731155,"MARY SHREYA URK20CO1048","2023-07-27 16:36:04",0.53349,1,maryshreya
13988,10731460,"Ankit Kumar Tiwari","2023-07-27 18:13:25",0.53349,1,ankitt7
13989,10731465,ohmudai,"2023-07-27 18:20:26",0.53349,2,ohmudai
13990,10731502,"Dimple Kumar","2023-07-27 18:35:17",0.53349,1,dimplekumar05
13991,10732712,"Borodi Ronny","2023-07-28 04:40:00",0.53349,1,borodironny
13992,10732786,Prashant_969578,"2023-07-28 05:07:42",0.53349,1,prashant969578
13993,10732897,"Bhavani K","2023-07-28 05:34:39",0.53349,1,bhavanik03
13994,10732967,"Surendra 2002","2023-07-28 05:59:24",0.53349,1,surendra2002
13995,10733090,"jaya chandra koduri","2023-07-28 06:40:02",0.53349,1,jayachandrakoduri
13996,10733207,"Uma Thakur","2023-07-28 07:16:32",0.53349,1,umathakur
13997,10733840,"Krutisha Rajesh Shirke","2023-07-28 10:34:28",0.53349,1,krutisharajeshshirke
13998,10734010,"Karambele Adityaraj","2023-07-28 11:42:15",0.53349,1,karambeleadityaraj
13999,10734137,"Ashish Kumar Sangal","2023-07-28 12:24:38",0.53349,2,ashishkumarsangal
14000,10734157,"P . Ayesha Khanam","2023-07-28 12:47:15",0.53349,2,ayeshakhanamp
14001,10734737,"thadakapally sruthi","2023-07-28 15:12:54",0.53349,1,thadakapallysruthi
14002,10734837,"satya Gopala Jiyanna","2023-07-28 15:43:54",0.53349,1,satyagopalajiyanna
14003,10735037,"boni pujitha","2023-07-28 16:50:36",0.53349,1,bonipujitha
14004,10735316,"Harsh Kumar #11","2023-07-28 18:42:08",0.53349,1,harshkumar2c
14005,10735555,"Bishal Chakraborty","2023-07-28 20:31:35",0.53349,1,bis7654
14006,10736146,"Bhavya Pinnaka","2023-07-29 02:56:52",0.53349,1,bhavyapinnaka
14007,10736837,"Amba Mishra","2023-07-29 08:30:42",0.53349,1,ambamishra
14008,10736893,"VEDHA VS","2023-07-29 08:52:07",0.53349,1,vedhavs
14009,10737028,"Kondaredd ","2023-07-29 09:48:51",0.53349,1,kondaredd
14010,10737102,"Gedela Deepika","2023-07-29 10:18:05",0.53349,1,gedeladeepika
14011,10737212,"Deep Naik","2023-07-29 11:19:24",0.53349,1,deepnaik4201
14012,10737415,"Aleena Joseph","2023-07-29 12:47:31",0.53349,1,aleena23joseph
14013,10737507,"PUSHP CHOUDHARY","2023-07-29 13:20:38",0.53349,1,pushpchoudhary
14014,10737626,"Roshni Dubey","2023-07-29 14:08:16",0.53349,1,roshnidubey
14015,10737646,"Apeksha P D","2023-07-29 14:16:30",0.53349,1,apekshapd
14016,10737835,"POOJA THIRUMURUGAN","2023-07-29 15:20:25",0.53349,1,poojathirumurugan
14017,10738146,"Manu #6","2023-07-29 17:31:23",0.53349,1,manu822
14018,10738174,"Hemanth Surampalli","2023-07-29 17:42:44",0.53349,1,hemanthsurampalli
14019,10738241,"DIPEN AGGARWAL","2023-07-29 18:18:22",0.53349,1,dipenaggarwal
14020,10738363,"Mhatre Devang","2023-07-29 19:25:28",0.53349,1,mhatredevang
14021,10739069,"Hanisha Gudala","2023-07-30 04:51:39",0.53349,1,hanishagudala
14022,10739073,"Soumodip karan","2023-07-30 04:56:11",0.53349,1,soumodipkaran
14023,10739195,"Khagendra Singh","2023-07-30 05:58:05",0.53349,1,khagendrasingh
14024,10739250,"Mohd Sharik Ansari","2023-07-30 06:23:51",0.53349,2,mohdsharikansari
14025,10739304,"Likhitha S","2023-07-30 06:56:04",0.53349,2,likhithasridhar
14026,10739314,"Flash Rayan","2023-07-30 06:55:33",0.53349,1,flashrayan
14027,10739348,"Dheeraj Sharma #2","2023-07-30 07:06:52",0.53349,1,dheerajsharmaa
14028,10739557,"Onkar Sinare","2023-07-30 08:30:04",0.53349,1,onkarsinare
14029,10739970,"T Niriksha","2023-07-30 11:18:23",0.53349,1,tniriksha
14030,10740199,"Priyanka Laxman Kashid","2023-07-30 12:52:35",0.53349,1,priyankalaxmankashid
14031,10740333,"Anitha Nalabolu","2023-07-30 13:51:24",0.53349,2,anithanalabolu
14032,10740366,"Sahu Kedarnath","2023-07-30 14:01:16",0.53349,1,sahukedarnath
14033,10740465,"Piyush Madpedi","2023-07-30 14:35:05",0.53349,1,piyushmadpedi
14034,10740518,"Neha Tiwari27","2023-07-30 14:51:39",0.53349,1,nehatiwari27
14035,10740730,"Reshma Shaik(iiit)","2023-07-30 16:21:51",0.53349,1,reshmashaikiiit
14036,10740733,"NILLA DURGA PRASADU ","2023-07-30 16:32:22",0.53349,2,nilladurgaprasadu
14037,10740953,"Sahil Hadwale","2023-07-31 16:29:49",0.53349,2,sahilhadwale
14038,10740997,Chennakesavarao1258,"2023-07-30 18:12:32",0.53349,1,chennakesavarao1258
14039,10741010,Adarshk36,"2023-07-30 18:20:41",0.53349,1,adarshk36
14040,10741074,"Shubham Deepak Jadhav","2023-07-30 18:56:10",0.53349,1,shubhamdeepakjadhav
14041,10742060,"Shyam Sunder Yadav","2023-07-31 05:31:18",0.53349,1,shyamsunderyadav
14042,10742139,"Smit Patel 2440","2023-07-31 06:10:44",0.53349,2,smitpatel2440
14043,10742399,"Abdul Hadi MS","2023-07-31 07:09:05",0.53349,1,abdulhadims
14044,10742421,RahulChaudhari_005,"2023-07-31 07:13:59",0.53349,1,rahulchaudhari005
14045,10742989,"Pawan Kumar Gupta","2023-07-31 09:48:08",0.53349,1,pawan321p
14046,10743135,"Khushi Sharma","2023-07-31 10:38:22",0.53349,1,khushusharma
14047,10743345,"Emmanuel Duodu","2023-07-31 11:45:45",0.53349,1,emmanuelduoduai
14048,10743538,"Tanmay Agrawal #4","2023-07-31 12:44:20",0.53349,1,iamtanmayag
14049,10743640,"Akansha Srivastava #2","2023-07-31 13:11:47",0.53349,1,akansha020510
14050,10743904,Hi6104,"2023-07-31 14:28:09",0.53349,1,hi6104
14051,10743933,"Asad Pangarkar","2023-07-31 14:37:20",0.53349,1,asadpangarkar
14052,10744015,"Dhanashri Pingale","2023-08-01 16:07:55",0.53349,3,dhanashripingale
14053,10744256,"ILANG JEEVAN VISHAL RAJ R URK22CS5113","2023-07-31 16:17:53",0.53349,1,jeevanvishal
14054,10744280,Nandhini.Bugga,"2023-07-31 16:24:20",0.53349,1,nandhinibugga
14055,10744421,"YENUMULA SRINIVASA RAO","2023-07-31 17:09:33",0.53349,2,yenumulasrinivasarao
14056,10744468,"Komal Dhande","2023-07-31 17:24:40",0.53349,1,komaldhande
14057,10744508,Ankitha,"2023-07-31 17:37:08",0.53349,1,ankithaaaaaaaa
14058,10744513,"Poonam Khandagale","2023-07-31 17:38:23",0.53349,1,poonamkhandagale
14059,10744581,"Saraswathi Puchakatla","2023-07-31 18:12:14",0.53349,1,saraswathipuchakatla
14060,10744857,"Harshita 6432","2023-07-31 20:15:41",0.53349,1,harshita6432
14061,10745684,"Deepak Vaja","2023-08-01 03:04:03",0.53349,1,deepakvaja
14062,10745804,"Adarsh Singh CS-43","2023-08-01 03:47:12",0.53349,1,adarshsinghcs43
14063,10746394,"TANISHKA GOEL","2023-08-01 06:58:41",0.53349,1,tanishkagoel01
14064,10746663,"KUSH CHHATBAR","2023-08-01 08:01:14",0.53349,1,kushchhatbar
14065,10747286,"Chidvila Chennuru","2023-08-01 10:46:15",0.53349,1,chidvilachennuru
14066,10747611,"Aditi Singh #6","2023-08-01 12:17:42",0.53349,1,aditisingh010
14067,10747955,"Kinjal patel CS-39","2023-08-01 14:03:49",0.53349,3,kinjalpatelcs39
14068,10747986,"Aniruddha Ramchandra Giri","2023-08-01 13:57:08",0.53349,2,argirib
14069,10748374,Shubhgusain4_9,"2023-08-01 15:34:59",0.53349,1,shubhgusain49
14070,10748564,"vaishnavi makode","2023-08-01 16:37:18",0.53349,1,vaishnavimakode
14071,10748576,Gurucharan.N.S,"2023-08-01 16:39:10",0.53349,1,urk21cs7009guru
14072,10748597,RutujaBasavarajWaded,"2023-08-01 16:45:57",0.53349,1,rutujabasavarajwaded
14073,10748693,"gunji Triveni","2023-08-01 17:16:32",0.53349,1,gunjitriveni
14074,10748764,Siddu93,"2023-08-01 17:38:37",0.53349,1,siddu93
14075,10748774,"Dharti Patel","2023-08-01 17:42:31",0.53349,1,dicku2512
14076,10748808,"Arghyadeep Nandi","2023-08-01 17:54:36",0.53349,1,arghyadeepnandi
14077,10748914,"Pidugu Sai nageswari","2023-08-01 18:29:39",0.53349,1,pidugusainageswari
14078,10748974,"Karan Manvani","2023-08-01 18:55:15",0.53349,1,karanmanvani
14079,10748990,"Harshitraj Tiwari","2023-08-01 19:02:01",0.53349,1,harshitrajtiwari
14080,10750234,SUDHIRCHAUDHARY111,"2023-08-02 05:16:50",0.53349,1,sudhirchaudhary111
14081,10750352,Purwapawar,"2023-08-02 05:53:33",0.53349,1,purwapawar
14082,10750355,JENISHASODARIYA,"2023-08-02 05:55:57",0.53349,2,jenishasodariya
14083,10750914,"Vaishnavi Nachan","2023-08-02 08:15:30",0.53349,1,vaishnavinachan
14084,10751210,"Shiv Ranjan  Kumar Adhikari","2023-08-02 09:27:21",0.53349,1,shivranjanadhikari
14085,10751430,"Thakur Ujjawal","2023-08-02 10:14:45",0.53349,1,thakurujjawal
14086,10751455,"Shivani Sopariwala","2023-08-02 10:22:09",0.53349,1,shivanisopariwala
14087,10751478,"Prakash Palepu","2023-08-02 10:29:28",0.53349,1,prakashpalepu
14088,10751590,"Vishakha Navgire","2023-08-02 11:02:26",0.53349,1,vishakhanavgire
14089,10751688,"Akshira Pandey","2023-08-02 11:32:07",0.53349,1,akshirapandey
14090,10751838,"[Deleted] 6108e47f-54fd-406d-a89d-1c0f9e5ede59","2023-08-02 12:20:33",0.53349,1,del=65d87918a1f8fac4
14091,10752215,"ADITYA BABAR 6168","2023-08-02 14:15:45",0.53349,2,adityababar6168
14092,10752224,"DHOLE VEDANT","2023-08-02 14:07:01",0.53349,1,dholevedant
14093,10752329,"It's Amrita ","2023-08-02 14:36:54",0.53349,1,itsamrita
14094,10752399,"Mythri Pudi","2023-08-02 14:54:32",0.53349,1,mythripudi
14095,10752386,"Ratnesh Yadav","2023-08-02 15:02:39",0.53349,1,ratnesh7739
14096,10752437,"Shruti saste","2023-08-02 15:03:52",0.53349,1,shrutisaste
14097,10752460,"Gauri Suryavanshi","2023-08-02 15:11:32",0.53349,1,gaurisuryavanshi
14098,10752486,"Krupen Bhetaria","2023-08-02 15:15:55",0.53349,1,krupenbhetaria
14099,10752576,Vanshika_82,"2023-08-02 15:38:38",0.53349,1,vanshika82
14100,10752618,"Khushi J Patel","2023-08-02 15:51:03",0.53349,1,khushijpatel
14101,10752648,"EZHILARASAN A","2023-08-02 15:57:33",0.53349,1,ezhilarasan04
14102,10752369,"Narala Bharadwaj Reddy","2023-08-02 16:17:43",0.53349,1,naralabharadwajreddy
14103,10752819,"Nitika Barhoi","2023-08-02 16:48:17",0.53349,1,nitikabarhoi
14104,10752892,VishalPanwar2023,"2023-08-02 17:12:59",0.53349,1,vishalpanwar2023
14105,10752983,"Bagal Vaishnavi","2023-08-02 18:04:56",0.53349,1,bagalvaishnavi
14106,10754327,"Md Abdul Azeez Khan","2023-08-03 03:12:17",0.53349,1,mdabdulazeezkhan
14107,10754340,"Tanishka Shah #2","2023-08-03 03:15:50",0.53349,1,shahtanishka
14108,10754731,"Aryan Sehrawat","2023-08-03 05:21:29",0.53349,1,aryansehrawat
14109,10754787,"Sairil Tomar","2023-08-03 05:38:14",0.53349,1,sairiltomar
14110,10755947,"Arvind Singh Yadav","2023-08-03 10:37:06",0.53349,1,arvindsinghyadav
14111,10756290,"Aniket Bari","2023-08-03 12:33:44",0.53349,2,aniketbari
14112,10756283,gyandeepsingh,"2023-08-03 12:34:24",0.53349,1,gyandeepsingh07
14113,10756344,"JEFFRINA MARY D","2023-08-03 12:46:52",0.53349,1,jeffrinamaryd
14114,10756410,"Muhammed Mishal","2023-08-03 13:02:33",0.53349,1,zerozskiigaming
14115,10756504,upadhyaymanas9,"2023-08-03 13:28:24",0.53349,1,upadhyaymanas9
14116,10756521,"Sahna Ishaque","2023-08-03 13:31:33",0.53349,1,sahnaishaque
14117,10756524,"shrushti Naphade","2023-08-03 13:32:41",0.53349,1,shrushtinaphade
14118,10756548,"Abhilash V P","2023-08-03 13:38:44",0.53349,1,abhilashvp
14119,10756610,"Krishna Kasat","2023-08-03 13:51:27",0.53349,1,kk1975
14120,10756889,"Seelam Prathyusha ","2023-08-03 15:03:12",0.53349,1,seelamprathyusha
14121,10757120,"Shubham Soni #3","2023-08-03 16:12:26",0.53349,1,shubhamsoniji
14122,10757265,"Tisha Kavri","2023-08-03 16:54:11",0.53349,2,tishakavri
14123,10757441,"ANANYA VERMA","2023-08-03 17:33:06",0.53349,1,ananyaverma11
14124,10757447,"Devansh Mudgal","2023-08-03 17:34:48",0.53349,1,xxdevanshmudgalxx
14125,10759446,"Shashank Gabhale","2023-08-04 06:49:53",0.53349,1,shashankgabhale
14126,10759586,Parikshit2119,"2023-08-04 07:22:37",0.53349,1,parikshit2119
14127,10759626,"Ishan Anthony","2023-08-04 07:33:31",0.53349,1,ishananthony
14128,10759688,"vedant dhamale","2023-08-04 07:52:28",0.53349,1,vedantdhamale
14129,10759718,"NAROTE ATHARV","2023-08-04 07:58:18",0.53349,1,naroteatharv
14130,10760133,"Ayush Jaiswal #3","2023-08-04 10:05:07",0.53349,1,thayyush
14131,10760322,"Rahul Paida","2023-08-04 11:19:01",0.53349,1,rahulpaida
14132,10760465,"Padma ravada","2023-08-04 12:15:04",0.53349,1,padmaravada
14133,10760790,"Rupak Thapa","2023-08-04 13:41:02",0.53349,1,rupakthapa98
14134,10760843,"MAHALAKSHMI MEGHANA","2023-08-04 13:54:35",0.53349,1,mahalakshmimeghana
14135,10761080,"[Deleted] 53d21cf2-b845-4dec-8567-aa338e9bb887","2023-08-04 15:14:20",0.53349,1,del=cbfa03f4820d4b66
14136,10761192,"Gollapudi Sukanya","2023-08-04 15:53:14",0.53349,1,gollapudisukanya
14137,10761267,"MADHURI MAHIMA CH ","2023-08-04 16:20:41",0.53349,1,madhurimahimach
14138,10761688,Rein_99,"2023-08-04 19:08:18",0.53349,1,rein99
14139,10762699,"Sudip Thandar","2023-08-05 06:06:29",0.53349,1,sudipthandar
14140,10762889,"Rajiv Kumar Dubey","2023-08-05 07:19:37",0.53349,1,rajivkumardubey
14141,10762929,"[Deleted] 8a1c22db-a514-4c88-81d5-da9a9b27e55f","2023-08-05 07:33:02",0.53349,1,del=9e201d47fa7c6f19
14142,10763034,Wishbo,"2023-08-05 08:08:59",0.53349,1,wishbo
14143,10763494,"YASWANTH MUCHARLA","2023-08-05 11:08:02",0.53349,1,yaswanthurk21cs5042
14144,10763511,"Shrutii Gupta","2023-08-14 12:36:30",0.53349,2,shrutiigupta
14145,10764011,"Alok Pathak_04","2023-08-05 14:29:40",0.53349,1,alokpathak04
14146,10132722,"Lavanya Moorthi","2023-08-05 14:44:16",0.53349,1,lavanyamoorthi
14147,10764091,"[SHANTANU VEDANTE","2023-08-05 14:55:47",0.53349,1,shantanuvedante
14148,10764157,"M A Lavanya","2023-08-05 15:23:46",0.53349,2,malavanya
14149,10764188,"Shrushti Kasab","2023-08-05 15:30:12",0.53349,1,shrushtikasab
14150,10764407,vknaik@5119,"2023-08-05 17:18:54",0.53349,1,vknaik5119
14151,10764486,"Prince Yadav","2023-08-05 17:55:07",0.53349,1,princ121
14152,10764723,"Arpit Gupta #4","2023-08-05 20:28:13",0.53349,1,arpitgupta19873
14153,10765188,"Aditya Tukaram Shelake","2023-08-06 03:53:09",0.53349,1,adityatukaramshelake
14154,10765334,"Aryan Kushawaha","2023-08-06 05:36:23",0.53349,1,aryankushawaha
14155,10514310,"Sanjeeb Kumar Baidya","2023-08-06 08:27:57",0.53349,1,sanjeebkumarbaidya
14156,10765714,"Anirudh K #2","2023-08-06 08:49:32",0.53349,1,anirudhk1
14157,10765954,invincible21,"2023-08-06 10:13:44",0.53349,1,invincible21
14158,10766101,"Ayush Vishnoi","2023-08-06 14:36:34",0.53349,3,ayushvishnoi
14159,10766140,"Jainesh Vaghela","2023-08-06 11:32:46",0.53349,1,jaineshvaghela
14160,10766652,"Sai venkata Siva raju","2023-08-19 18:05:34",0.53349,2,saivenkatasivaraju
14161,10766841,"Manasa Manga","2023-08-06 16:29:10",0.53349,2,manasamanga
14162,10766882,"Avika Saxena","2023-08-06 16:45:35",0.53349,1,avikaasaxena
14163,10767000,"Md Wasiullah","2023-08-06 17:43:18",0.53349,1,mdwasiullah
14164,10767185,"Tushar Badhai","2023-08-06 19:30:33",0.53349,1,tusharbadhai
14165,10767778,"[Deleted] 72978d8e-882e-4a0b-868a-fbcd2142217f","2023-08-07 03:22:14",0.53349,1,del=61ee2ef17553cafb
14166,10768012,"Devanshu ","2023-08-07 05:02:29",0.53349,1,devanshug3
14167,10767958,"shree nandhini","2023-08-07 05:26:41",0.53349,1,shreenandhini
14168,10768520,"Gandra Haneesha","2023-08-07 07:54:48",0.53349,1,gandrahaneesha
14169,10768712,Anurag9793,"2023-08-07 08:55:04",0.53349,1,anurag9793
14170,10768855,"Aishwarya Gosavi","2023-08-07 09:34:59",0.53349,1,ashgosavi
14171,10768931,Bhavya_shrma2323,"2023-08-07 09:56:15",0.53349,1,bhavyashrma2323
14172,10769034,Mohammad_Saquib19,"2023-08-07 10:33:31",0.53349,1,mohammadsaquib19
14173,10769252,"Poojan Patel #2","2023-08-07 11:25:34",0.53349,1,p00jan
14174,10769415,"Rohit Ambare","2023-08-07 12:17:52",0.53349,1,rohitambare
14175,10769456,"Atharv Daware","2023-08-07 12:29:17",0.53349,1,atharvdaware07
14176,10769505,"Ritesh Parwal","2023-08-07 12:43:47",0.53349,1,riteshparwal
14177,10770229,"Shivendra Pratap Singh #2","2023-08-07 16:10:21",0.53349,1,shivendrapratap16
14178,10770494,"Pardva Goli","2023-08-07 16:33:51",0.53349,1,pardvagoli
14179,10771205,"Arjunsinh Jadeja","2023-08-07 18:35:40",0.53349,1,arjunsinhjadeja
14180,10771579,"ayush sharma #2","2023-08-07 20:35:27",0.53349,1,ayushsharma0011
14181,10772642,Nikhitha@57,"2023-08-08 04:17:22",0.53349,1,nikhitha57
14182,10772756,"NEELAM SAILAKSHMI","2023-08-08 04:59:06",0.53349,2,neelamsailakshmi
14183,10773451,"Kumkum Joshi","2023-08-08 07:30:11",0.53349,1,kumkumjoshi
14184,10773713,"Shivangi Shardul","2023-08-08 08:34:22",0.53349,1,shivangishardul
14185,10773732,"Nishant Singh #6","2023-08-08 08:37:44",0.53349,1,niishants
14186,10773837,"Chahek Rajput","2023-08-08 09:00:11",0.53349,1,chahekrajput
14187,10589521,"PRIYANKA SHAH","2023-08-08 09:29:07",0.53349,1,priyankashah8324
14188,10774056,"Deeksha Jaiswal #2","2023-08-08 09:51:44",0.53349,1,deekshajais
14189,10774241,"Mohammed Siddiq ","2023-08-08 10:37:02",0.53349,1,mohammedsiddiqpasha
14190,10774242,Vikasv27,"2023-08-08 10:37:11",0.53349,1,vikasv27
14191,10774474,"Sushma nalli","2023-08-08 11:45:05",0.53349,1,sushmanalli
14192,10774917," KORUKONDA ANUSHA","2023-08-08 13:54:05",0.53349,1,korukondaanusha
14193,10775221,"Undela Nandini ","2023-08-08 15:07:29",0.53349,1,undelanandini
14194,10775256,"Gobiha J S","2023-08-08 15:11:49",0.53349,1,gobihajs
14195,10775347,"DOLLY AGRAWAL","2023-08-08 15:26:52",0.53349,1,dollyagrawal
14196,10775348,"OM BHAVSAR","2023-08-08 15:26:55",0.53349,1,ombhavsar2004
14197,10775444,Mynk007,"2023-08-08 15:46:49",0.53349,1,mynk007
14198,10775608,"PUSHPA SINGH","2023-08-08 16:24:46",0.53349,1,pushpasingh19
14199,10775613,"Rohan S #2","2023-08-08 16:25:56",0.53349,1,rohansrs
14200,10777098,"Susmitha Varsala","2023-08-09 03:37:39",0.53349,1,susmithavarsala
